0, 2066, 3, 0, 2020-11-25 17:26:51 UTC
1, 2071, 3, 0, 2020-11-25 17:27:02 UTC
2, 2061, 3, 0, 2020-11-25 17:27:05 UTC
3, 2056, 2, 0, 2020-11-25 17:27:11 UTC
4, 2067, 0, 0, 2020-11-25 17:27:34 UTC
5, 2057, 0, 0, 2020-11-25 17:27:41 UTC
6, 2062, 0, 0, 2020-11-25 17:27:45 UTC
7, 2068, 1, 0, 2020-11-25 17:28:07 UTC
8, 2072, 4, 0, 2020-11-25 17:28:21 UTC
9, 2058, 3, 0, 2020-11-25 17:28:37 UTC
10, 2063, 1, 0, 2020-11-25 17:28:57 UTC
11, 2059, 1, 0, 2020-11-25 17:29:05 UTC
12, 2073, 2, 0, 2020-11-25 17:29:15 UTC
13, 2069, 4, 0, 2020-11-25 17:29:34 UTC
14, 2070, -1, 0, 2020-11-25 17:29:59 UTC
15, 2064, 2, 0, 2020-11-25 17:30:03 UTC
16, 2070, 2, 0, 2020-11-25 17:30:10 UTC
17, 2065, 4, 0, 2020-11-25 17:30:25 UTC
18, 2060, 4, 0, 2020-11-25 17:30:30 UTC
19, 2074, 0, 0, 2020-11-25 17:30:35 UTC
20, 2075, 1, 0, 2020-11-25 17:30:35 UTC
