0, 1551, 2, 0, 2020-11-25 16:31:50 UTC
1, 1559, 0, 0, 2020-11-25 16:32:02 UTC
2, 1560, 3, 0, 2020-11-25 16:32:07 UTC
3, 1547, 1, 0, 2020-11-25 16:32:16 UTC
4, 1555, 0, 0, 2020-11-25 16:32:30 UTC
5, 1561, 1, 0, 2020-11-25 16:32:44 UTC
6, 1556, 3, 0, 2020-11-25 16:33:07 UTC
7, 1557, 2, 0, 2020-11-25 16:33:10 UTC
8, 1552, 3, 0, 2020-11-25 16:33:19 UTC
9, 1553, 1, 0, 2020-11-25 16:33:27 UTC
10, 1548, 3, 2, 2020-11-25 16:33:43 UTC
11, 1549, 0, 0, 2020-11-25 16:33:53 UTC
12, 1562, 2, 2, 2020-11-25 16:34:08 UTC
13, 1554, 0, 0, 2020-11-25 16:34:15 UTC
14, 1558, 1, 0, 2020-11-25 16:34:18 UTC
15, 1550, 2, 0, 2020-11-25 16:34:21 UTC
