0, 1414, 2, 0, 2020-11-25 17:48:01 UTC
1, 1417, 0, 0, 2020-11-25 17:48:05 UTC
2, 1415, -1, 0, 2020-11-25 17:48:07 UTC
3, 1418, -1, 0, 2020-11-25 17:48:09 UTC
4, 1420, 2, 0, 2020-11-25 17:48:14 UTC
5, 1421, -1, 0, 2020-11-25 17:48:19 UTC
6, 1418, 0, 0, 2020-11-25 17:48:24 UTC
7, 1418, -1, 0, 2020-11-25 17:48:29 UTC
8, 1415, -1, 0, 2020-11-25 17:48:32 UTC
9, 1418, 1, 0, 2020-11-25 17:48:34 UTC
10, 1421, -1, 0, 2020-11-25 17:48:41 UTC
11, 1419, 1, 1, 2020-11-25 17:48:45 UTC
12, 1419, 1, 0, 2020-11-25 17:48:50 UTC
13, 1415, 1, 0, 2020-11-25 17:48:56 UTC
14, 1416, 1, 0, 2020-11-25 17:49:00 UTC
15, 1419, 2, 0, 2020-11-25 17:49:04 UTC
16, 1421, -1, 0, 2020-11-25 17:49:07 UTC
17, 1416, -1, 0, 2020-11-25 17:49:09 UTC
18, 1421, 0, 0, 2020-11-25 17:49:11 UTC
19, 1416, 0, 2, 2020-11-25 17:49:13 UTC
