0, 2561, 0, 0, 2020-11-10 20:05:38 UTC
0, 2556, 3, 0, 2020-11-10 20:07:15 UTC
1, 2556, 3, 0, 2020-11-10 20:05:41 UTC
1, 2561, 0, 0, 2020-11-10 20:07:18 UTC
2, 2566, 4, 0, 2020-11-10 20:07:19 UTC
2, 2566, 4, 0, 2020-11-10 20:05:44 UTC
3, 2571, -1, 0, 2020-11-10 20:05:47 UTC
3, 2571, 3, 0, 2020-11-10 20:07:21 UTC
4, 2562, -1, 0, 2020-11-10 20:05:50 UTC
4, 2557, -1, 0, 2020-11-10 20:07:24 UTC
5, 2562, -1, 0, 2020-11-10 20:07:26 UTC
5, 2557, -1, 0, 2020-11-10 20:05:52 UTC
6, 2567, -1, 0, 2020-11-10 20:07:27 UTC
6, 2567, -1, 0, 2020-11-10 20:05:54 UTC
7, 2572, -1, 0, 2020-11-10 20:07:28 UTC
7, 2571, 3, 0, 2020-11-10 20:05:59 UTC
8, 2572, -1, 0, 2020-11-10 20:06:03 UTC
8, 2567, -1, 0, 2020-11-10 20:07:31 UTC
9, 2572, -1, 0, 2020-11-10 20:06:05 UTC
9, 2562, -1, 0, 2020-11-10 20:07:31 UTC
10, 2567, -1, 0, 2020-11-10 20:06:06 UTC
10, 2557, -1, 0, 2020-11-10 20:07:32 UTC
11, 2567, 3, 0, 2020-11-10 20:07:35 UTC
11, 2562, -1, 0, 2020-11-10 20:06:08 UTC
12, 2557, -1, 0, 2020-11-10 20:06:09 UTC
12, 2557, -1, 0, 2020-11-10 20:07:38 UTC
13, 2567, 3, 0, 2020-11-10 20:06:13 UTC
13, 2562, -1, 0, 2020-11-10 20:07:39 UTC
14, 2568, -1, 0, 2020-11-10 20:07:40 UTC
14, 2568, -1, 0, 2020-11-10 20:06:15 UTC
15, 2562, -1, 0, 2020-11-10 20:06:18 UTC
15, 2572, -1, 0, 2020-11-10 20:07:41 UTC
16, 2557, -1, 0, 2020-11-10 20:06:19 UTC
16, 2557, 1, 0, 2020-11-10 20:07:44 UTC
17, 2562, -1, 0, 2020-11-10 20:06:20 UTC
17, 2557, 4, 0, 2020-11-10 20:07:47 UTC
18, 2568, -1, 0, 2020-11-10 20:06:21 UTC
18, 2558, -1, 0, 2020-11-10 20:07:49 UTC
19, 2562, -1, 0, 2020-11-10 20:07:52 UTC
19, 2572, -1, 0, 2020-11-10 20:06:22 UTC
20, 2568, -1, 0, 2020-11-10 20:07:52 UTC
20, 2562, 4, 0, 2020-11-10 20:06:26 UTC
21, 2572, -1, 0, 2020-11-10 20:07:53 UTC
21, 2562, 2, 0, 2020-11-10 20:06:31 UTC
22, 2557, 4, 0, 2020-11-10 20:06:36 UTC
22, 2562, 2, 0, 2020-11-10 20:07:55 UTC
23, 2558, -1, 0, 2020-11-10 20:07:58 UTC
23, 2558, -1, 0, 2020-11-10 20:06:38 UTC
24, 2563, -1, 0, 2020-11-10 20:07:59 UTC
24, 2563, -1, 0, 2020-11-10 20:06:39 UTC
25, 2568, -1, 0, 2020-11-10 20:06:40 UTC
25, 2568, -1, 0, 2020-11-10 20:08:00 UTC
26, 2572, -1, 0, 2020-11-10 20:08:01 UTC
26, 2572, -1, 0, 2020-11-10 20:06:43 UTC
27, 2563, 1, 0, 2020-11-10 20:08:04 UTC
27, 2563, -1, 0, 2020-11-10 20:06:44 UTC
28, 2563, 1, 0, 2020-11-10 20:06:46 UTC
28, 2558, -1, 0, 2020-11-10 20:08:06 UTC
29, 2572, -1, 0, 2020-11-10 20:06:48 UTC
29, 2564, -1, 0, 2020-11-10 20:08:07 UTC
30, 2568, -1, 0, 2020-11-10 20:08:08 UTC
30, 2564, -1, 0, 2020-11-10 20:06:49 UTC
31, 2572, 4, 0, 2020-11-10 20:06:54 UTC
31, 2572, 4, 0, 2020-11-10 20:08:11 UTC
32, 2558, -1, 0, 2020-11-10 20:06:56 UTC
32, 2558, -1, 0, 2020-11-10 20:08:14 UTC
