Player Id,Tree with gini and max_depth 4,Tree with entropy and max_depth 4,Tree with gini and max_depth 3,Tree with entropy and max_depth 3,Polynomial  Division SVC,RBF Division SVC,Random Forest with gini (3 trees),Random Forest with gini (10 trees),Random Forest with entropy (3 trees),Random Forest with entropy (10 trees)
61,0.6149068322981367,0.5527950310559007,0.5900621118012422,0.5527950310559007,0.5527950310559007,0.6086956521739131,0.515527950310559,0.5590062111801242,0.5031055900621118,0.5341614906832298
63,0.515527950310559,0.4161490683229814,0.422360248447205,0.4161490683229814,0.37267080745341613,0.35403726708074534,0.37888198757763975,0.35403726708074534,0.391304347826087,0.36645962732919257
3,0.5126903553299492,0.27918781725888325,0.4873096446700508,0.27918781725888325,0.41624365482233505,0.49238578680203043,0.43147208121827413,0.4720812182741117,0.4416243654822335,0.47715736040609136
2,0.47641509433962265,0.5094339622641509,0.5,0.5094339622641509,0.4339622641509434,0.4811320754716981,0.4858490566037736,0.44339622641509435,0.45754716981132076,0.4528301886792453
11,0.7627118644067796,0.5932203389830508,0.6949152542372882,0.5932203389830508,0.711864406779661,0.7627118644067796,0.8135593220338984,0.6779661016949152,0.8135593220338984,0.7966101694915254
9,0.4264705882352941,0.20588235294117646,0.36764705882352944,0.20588235294117646,0.23529411764705882,0.25,0.23529411764705882,0.22058823529411764,0.23529411764705882,0.22058823529411764
14,0.2692307692307692,0.2076923076923077,0.25384615384615383,0.2076923076923077,0.27692307692307694,0.23846153846153847,0.23076923076923078,0.23846153846153847,0.25384615384615383,0.23846153846153847
20,0.1935483870967742,0.15835777126099707,0.17595307917888564,0.15835777126099707,0.18475073313782991,0.16715542521994134,0.18475073313782991,0.17302052785923755,0.17888563049853373,0.16422287390029325
23,0.4658385093167702,0.33540372670807456,0.42857142857142855,0.33540372670807456,0.4409937888198758,0.4720496894409938,0.4472049689440994,0.43478260869565216,0.453416149068323,0.43478260869565216
26,0.43506493506493504,0.35064935064935066,0.36363636363636365,0.35064935064935066,0.34415584415584416,0.35714285714285715,0.2987012987012987,0.2597402597402597,0.2922077922077922,0.2662337662337662
34,0.5178571428571429,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.625,0.5714285714285714,0.6071428571428571,0.48214285714285715,0.5357142857142857,0.4642857142857143
29,0.5142857142857142,0.44285714285714284,0.5285714285714286,0.44285714285714284,0.5285714285714286,0.5,0.44285714285714284,0.5142857142857142,0.44285714285714284,0.5
38,0.6078431372549019,0.5098039215686274,0.5294117647058824,0.5098039215686274,0.5686274509803921,0.5294117647058824,0.5490196078431373,0.5490196078431373,0.5294117647058824,0.5294117647058824
32,0.3068181818181818,0.19318181818181818,0.2727272727272727,0.19318181818181818,0.2840909090909091,0.2727272727272727,0.20454545454545456,0.23863636363636365,0.22727272727272727,0.2159090909090909
36,0.45161290322580644,0.3548387096774194,0.45161290322580644,0.3548387096774194,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.41935483870967744,0.41935483870967744
37,0.5789473684210527,0.42105263157894735,0.5263157894736842,0.42105263157894735,0.4473684210526316,0.4473684210526316,0.3684210526315789,0.5,0.34210526315789475,0.4473684210526316
52,0.25870646766169153,0.22885572139303484,0.24378109452736318,0.22885572139303484,0.23383084577114427,0.23383084577114427,0.23383084577114427,0.22885572139303484,0.23383084577114427,0.22388059701492538
47,0.2810810810810811,0.1837837837837838,0.23783783783783785,0.1837837837837838,0.2648648648648649,0.25405405405405407,0.23243243243243245,0.22702702702702704,0.21621621621621623,0.22162162162162163
50,0.39361702127659576,0.19148936170212766,0.32978723404255317,0.19148936170212766,0.2872340425531915,0.30851063829787234,0.2872340425531915,0.2978723404255319,0.3191489361702128,0.2872340425531915
44,0.6615384615384615,0.5615384615384615,0.6230769230769231,0.5615384615384615,0.6,0.6153846153846154,0.5615384615384615,0.6076923076923076,0.5538461538461539,0.6076923076923076
51,0.3492063492063492,0.23809523809523808,0.2698412698412698,0.23809523809523808,0.2857142857142857,0.2857142857142857,0.25396825396825395,0.3333333333333333,0.20634920634920634,0.31746031746031744
