Player Id,Tree with gini and max_depth 4,Tree with entropy and max_depth 4,Tree with gini and max_depth 3,Tree with entropy and max_depth 3,Polynomial  Division SVC,RBF Division SVC,Random Forest with gini (3 trees),Random Forest with gini (10 trees),Random Forest with entropy (3 trees),Random Forest with entropy (10 trees)
61,0.7505322580645162,0.7404516129032257,0.7263064516129032,0.7404516129032257,0.7224677419354839,0.7243387096774194,0.7323709677419354,0.7766451612903225,0.7303709677419356,0.7745806451612902
63,0.6777310924369748,0.6356442577030812,0.6903186274509804,0.6356442577030812,0.7176645658263305,0.7280812324929972,0.7218487394957983,0.7156337535014006,0.736484593837535,0.7344012605042016
3,0.738358147229115,0.7158808933002481,0.7432071960297767,0.7158808933002481,0.7479528535980149,0.7752688172043011,0.7689516129032258,0.7817617866004962,0.7705128205128204,0.7769127377998345
2,0.781055900621118,0.7391304347826088,0.7546583850931677,0.7391304347826088,0.7593167701863354,0.7717391304347826,0.7857142857142857,0.7795031055900621,0.7903726708074534,0.7888198757763975
11,0.8796296296296295,0.8981481481481481,0.8796296296296295,0.8981481481481481,0.8895502645502645,0.9166666666666666,0.8912037037037037,0.9629629629629629,0.8822751322751323,0.9629629629629629
9,0.8375,0.705921052631579,0.7473684210526317,0.705921052631579,0.7598684210526316,0.7473684210526317,0.705921052631579,0.7322368421052632,0.6934210526315789,0.7585526315789474
14,0.8600000000000001,0.82,0.8200000000000001,0.82,0.78,0.81,0.7300000000000001,0.8400000000000001,0.78,0.8
20,0.7472930524759792,0.7503141167775315,0.7396433850702143,0.7503141167775315,0.7579453067257946,0.7609571322985957,0.7487712490761271,0.7640428677014043,0.7457224685883221,0.7609756097560976
23,0.6722771879021878,0.7083735521235521,0.6880228442728442,0.7083735521235521,0.7464808558558559,0.7351793758043758,0.737431628056628,0.7485722329472331,0.7532175032175032,0.7463400900900901
26,0.6369565217391305,0.6565217391304348,0.6630434782608696,0.6565217391304348,0.7152173913043478,0.7108695652173913,0.7043478260869565,0.717391304347826,0.6891304347826088,0.7217391304347827
34,0.6183747412008281,0.6289337474120082,0.593167701863354,0.6289337474120082,0.690631469979296,0.6651656314699792,0.614648033126294,0.6072463768115942,0.6182194616977226,0.6
29,0.7023907103825138,0.8191256830601094,0.7691256830601092,0.8191256830601094,0.7728825136612021,0.7275956284153005,0.6737704918032786,0.7191939890710384,0.6735655737704919,0.7693989071038251
38,0.7192622950819672,0.7561475409836066,0.7393574828133262,0.7561475409836066,0.7198572184029615,0.6743125330512957,0.7476864093072448,0.7476203067160232,0.715097831835008,0.723030142781597
32,0.5977801268498943,0.6207716701902749,0.6560517970401691,0.6207716701902749,0.6434989429175475,0.5976479915433404,0.6145613107822411,0.5979122621564482,0.6150898520084567,0.5865486257928119
36,0.9078947368421052,0.7105263157894737,0.894736842105263,0.7105263157894737,0.9210526315789473,0.9210526315789473,0.8552631578947368,0.9210526315789473,0.8026315789473684,0.8947368421052632
37,0.6171875,0.4296875,0.625,0.4296875,0.65625,0.609375,0.640625,0.6953125,0.640625,0.6328125
52,0.7007299270072993,0.7262773722627738,0.718978102189781,0.7262773722627738,0.7116788321167883,0.7116788321167884,0.7116788321167884,0.7226277372262775,0.7135036496350365,0.7244525547445255
47,0.7018342628093412,0.7248823631927501,0.716626002091321,0.7248823631927501,0.7429635761589404,0.7495643081212967,0.7067902579295922,0.7446409898919484,0.7248932554897176,0.741351516207738
50,0.5986842105263158,0.6776315789473684,0.611842105263158,0.6776315789473684,0.618421052631579,0.625,0.6381578947368421,0.6907894736842106,0.631578947368421,0.6776315789473685
44,0.7385057471264368,0.6609195402298851,0.7155172413793104,0.6609195402298851,0.7442528735632183,0.75,0.7385057471264367,0.7385057471264368,0.7327586206896552,0.7442528735632183
51,0.6521739130434782,0.5652173913043478,0.5978260869565217,0.5652173913043478,0.6413043478260869,0.6304347826086957,0.4782608695652174,0.5652173913043478,0.4891304347826087,0.5
