Player Id,Tree with gini and max_depth 4,Tree with entropy and max_depth 4,Tree with gini and max_depth 3,Tree with entropy and max_depth 3,Polynomial  Division SVC,RBF Division SVC,Random Forest with gini (3 trees),Random Forest with gini (10 trees),Random Forest with entropy (3 trees),Random Forest with entropy (10 trees)
61,0.6134453781512605,0.5798319327731093,0.5882352941176471,0.5798319327731093,0.5504201680672269,0.6176470588235294,0.5882352941176471,0.5882352941176471,0.5504201680672269,0.5756302521008403
63,0.4248927038626609,0.47639484978540775,0.4206008583690987,0.47639484978540775,0.4334763948497854,0.45493562231759654,0.4334763948497854,0.39914163090128757,0.41201716738197425,0.39914163090128757
3,0.3974358974358974,0.2724358974358974,0.40384615384615385,0.2724358974358974,0.375,0.3685897435897436,0.3301282051282051,0.28846153846153844,0.2724358974358974,0.2724358974358974
2,0.4803370786516854,0.4803370786516854,0.4859550561797753,0.4803370786516854,0.47191011235955055,0.5140449438202247,0.43820224719101125,0.4550561797752809,0.38202247191011235,0.4606741573033708
11,0.8983050847457628,0.5932203389830508,0.8305084745762712,0.5932203389830508,0.7627118644067796,0.8305084745762712,0.711864406779661,0.847457627118644,0.7457627118644068,0.7966101694915254
9,0.4264705882352941,0.20588235294117646,0.39705882352941174,0.20588235294117646,0.3088235294117647,0.27941176470588236,0.29411764705882354,0.3382352941176471,0.3235294117647059,0.3382352941176471
14,0.2846153846153846,0.2230769230769231,0.2846153846153846,0.2230769230769231,0.3,0.26153846153846155,0.24615384615384617,0.26153846153846155,0.23076923076923078,0.24615384615384617
20,0.30988593155893535,0.1634980988593156,0.19961977186311788,0.1634980988593156,0.23193916349809887,0.21102661596958175,0.24334600760456274,0.21863117870722434,0.2300380228136882,0.188212927756654
23,0.5766871165644172,0.34662576687116564,0.49079754601226994,0.34662576687116564,0.588957055214724,0.5705521472392638,0.5368098159509203,0.5245398773006135,0.5429447852760736,0.5337423312883436
26,0.4063926940639269,0.2648401826484018,0.3515981735159817,0.2648401826484018,0.3470319634703196,0.3835616438356164,0.2876712328767123,0.2876712328767123,0.2831050228310502,0.2922374429223744
34,0.5384615384615384,0.4065934065934066,0.5384615384615384,0.4065934065934066,0.5274725274725275,0.5494505494505495,0.5384615384615384,0.4725274725274725,0.5274725274725275,0.4835164835164835
29,0.5571428571428572,0.5,0.5142857142857142,0.5,0.5285714285714286,0.5,0.5285714285714286,0.5142857142857142,0.5,0.5428571428571428
38,0.7428571428571429,0.4857142857142857,0.6142857142857143,0.4857142857142857,0.6857142857142857,0.6285714285714286,0.5571428571428572,0.5857142857142857,0.5857142857142857,0.6
32,0.3181818181818182,0.20454545454545456,0.26136363636363635,0.20454545454545456,0.2840909090909091,0.29545454545454547,0.2159090909090909,0.26136363636363635,0.22727272727272727,0.2840909090909091
36,0.4838709677419355,0.3548387096774194,0.4838709677419355,0.3548387096774194,0.41935483870967744,0.41935483870967744,0.41935483870967744,0.3870967741935484,0.41935483870967744,0.3870967741935484
37,0.6052631578947368,0.39473684210526316,0.5526315789473685,0.39473684210526316,0.5789473684210527,0.5263157894736842,0.47368421052631576,0.631578947368421,0.4473684210526316,0.5263157894736842
52,0.312807881773399,0.27586206896551724,0.29064039408866993,0.27586206896551724,0.29310344827586204,0.2857142857142857,0.28078817733990147,0.2684729064039409,0.28078817733990147,0.26354679802955666
47,0.26004728132387706,0.24349881796690306,0.2553191489361702,0.24349881796690306,0.3191489361702128,0.3120567375886525,0.24822695035460993,0.2624113475177305,0.25059101654846333,0.25059101654846333
50,0.40425531914893614,0.20212765957446807,0.3404255319148936,0.20212765957446807,0.2978723404255319,0.3191489361702128,0.2978723404255319,0.40425531914893614,0.3404255319148936,0.3829787234042553
44,0.5461538461538461,0.5846153846153846,0.5538461538461539,0.5846153846153846,0.5076923076923077,0.5538461538461539,0.5384615384615384,0.5230769230769231,0.5615384615384615,0.5230769230769231
51,0.38095238095238093,0.20634920634920634,0.3333333333333333,0.20634920634920634,0.31746031746031744,0.30158730158730157,0.2222222222222222,0.36507936507936506,0.23809523809523808,0.3333333333333333
