Player Id,Tree with gini and max_depth 4,Tree with entropy and max_depth 4,Tree with gini and max_depth 3,Tree with entropy and max_depth 3,Polynomial  Division SVC,RBF Division SVC,Random Forest with gini (3 trees),Random Forest with gini (10 trees),Random Forest with entropy (3 trees),Random Forest with entropy (10 trees)
61,0.9386363636363635,0.9454545454545455,0.9363636363636364,0.9454545454545455,0.9136363636363636,0.9409090909090909,0.8613636363636364,0.9159090909090908,0.9159090909090909,0.9409090909090909
63,0.9924747474747475,0.995,0.9924747474747475,0.995,0.9724242424242424,0.982449494949495,0.9473484848484849,0.9874747474747475,0.9674242424242424,0.9899747474747475
3,0.8908547551041998,0.9017110970062414,0.9071458796149371,0.9017110970062414,0.8197133185232202,0.8944647201946472,0.8689569448852217,0.8944514968792976,0.8726330265524173,0.8962895377128954
2,0.9040646853146853,0.9546425796425796,0.9302520396270396,0.9546425796425796,0.9511582167832168,0.9511582167832168,0.9302034770784771,0.9406929875679875,0.9179657148407148,0.9389325951825953
14,0.8566666666666666,0.78375,0.8879166666666666,0.78375,0.7841666666666667,0.7741666666666668,0.7841666666666667,0.8154166666666667,0.7633333333333333,0.7945833333333333
11,0.8899999999999999,0.8807692307692307,0.8807692307692307,0.8807692307692307,0.9003846153846153,0.8807692307692307,0.8507692307692307,0.9003846153846153,0.8807692307692307,0.9003846153846153
9,0.8530219780219781,0.8159340659340659,0.8351648351648351,0.8159340659340659,0.8530219780219781,0.8530219780219781,0.8516483516483517,0.7967032967032966,0.8516483516483517,0.7967032967032966
20,0.9021995632572556,0.9170452944491407,0.9081167230205691,0.9170452944491407,0.9096488447449986,0.9111193293885601,0.8800542406311637,0.8904004649196957,0.8815423358692589,0.8889299802761341
23,0.7969314079422383,0.8050541516245487,0.8176895306859207,0.8050541516245487,0.7833935018050542,0.8339350180505416,0.7987364620938627,0.8212996389891697,0.8131768953068592,0.8131768953068592
26,0.8866421568627451,0.8845588235294117,0.8824579831932773,0.8845588235294117,0.8238445378151261,0.8867296918767507,0.8866596638655462,0.8845588235294117,0.8824579831932773,0.8908613445378151
34,0.9304347826086956,0.8826086956521739,0.8869565217391305,0.8826086956521739,0.8782608695652173,0.9,0.8913043478260869,0.9043478260869565,0.8826086956521738,0.9043478260869566
38,0.8200670498084291,0.7404813218390804,0.7681633141762452,0.7404813218390804,0.7889248084291187,0.8148706896551724,0.7612907088122606,0.7698994252873563,0.7577586206896552,0.7785560344827586
32,0.9404761904761905,0.8571428571428571,0.8928571428571428,0.8571428571428571,0.8214285714285714,0.8690476190476191,0.8154761904761905,0.8511904761904762,0.8452380952380952,0.8511904761904762
29,0.8809523809523809,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.8273809523809523,0.886904761904762,0.8779761904761906,0.8928571428571429,0.8779761904761906,0.886904761904762
36,0.9130434782608695,0.8043478260869565,0.8913043478260869,0.8043478260869565,0.826086956521739,0.8043478260869565,0.8695652173913043,0.8804347826086957,0.8804347826086957,0.9130434782608695
37,0.957427536231884,0.8826992753623188,0.9361413043478262,0.8826992753623188,0.8935688405797101,0.9361413043478262,0.9252717391304348,0.9144021739130435,0.9148550724637682,0.9148550724637681
52,0.8896312522818547,0.9244067177802118,0.9244067177802118,0.9244067177802118,0.9244249726177437,0.9244067177802118,0.897307411464038,0.9002829499817451,0.8942771084337349,0.9153705732018986
47,0.8776521284490318,0.8807469810429737,0.8797097416177562,0.8807469810429737,0.8869029548674358,0.8838207515347771,0.8622411117857384,0.8797139580381839,0.8694216757741348,0.8786809350333941
50,0.7220839260312946,0.754267425320057,0.6760312944523472,0.754267425320057,0.7018136557610242,0.7478662873399715,0.7542674253200569,0.7805832147937412,0.7606685633001422,0.7807610241820768
44,0.8581081081081081,0.9324324324324325,0.8817567567567567,0.9324324324324325,0.8682432432432432,0.9324324324324325,0.8614864864864866,0.9256756756756758,0.8682432432432432,0.9222972972972973
51,0.7565476190476191,0.8047619047619048,0.7559523809523809,0.8047619047619048,0.7559523809523809,0.8041666666666666,0.7916666666666666,0.8041666666666666,0.7916666666666666,0.8166666666666667
