Player Id,Tree with gini and max_depth 4,Tree with entropy and max_depth 4,Tree with gini and max_depth 3,Tree with entropy and max_depth 3,Polynomial  Division SVC,RBF Division SVC,Random Forest with gini (3 trees),Random Forest with gini (10 trees),Random Forest with entropy (3 trees),Random Forest with entropy (10 trees)
61,0.6129032258064516,0.632258064516129,0.6516129032258065,0.632258064516129,0.5870967741935483,0.6193548387096774,0.6516129032258065,0.6258064516129033,0.632258064516129,0.6193548387096774
63,0.5233644859813084,0.4766355140186916,0.45794392523364486,0.4766355140186916,0.42990654205607476,0.4485981308411215,0.4719626168224299,0.40186915887850466,0.46261682242990654,0.42990654205607476
3,0.46320346320346323,0.47619047619047616,0.329004329004329,0.47619047619047616,0.4329004329004329,0.4329004329004329,0.44155844155844154,0.38095238095238093,0.42424242424242425,0.3463203463203463
2,0.5058479532163743,0.4853801169590643,0.5029239766081871,0.4853801169590643,0.4590643274853801,0.5058479532163743,0.4415204678362573,0.4853801169590643,0.43859649122807015,0.4824561403508772
11,0.8709677419354839,0.7419354838709677,0.8064516129032258,0.7419354838709677,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.8064516129032258
9,0.375,0.3125,0.40625,0.3125,0.3125,0.3125,0.40625,0.375,0.40625,0.40625
14,0.29069767441860467,0.16279069767441862,0.26744186046511625,0.16279069767441862,0.26744186046511625,0.26744186046511625,0.26744186046511625,0.29069767441860467,0.26744186046511625,0.3023255813953488
20,0.2961038961038961,0.17142857142857143,0.16883116883116883,0.17142857142857143,0.2025974025974026,0.19480519480519481,0.17662337662337663,0.17922077922077922,0.17402597402597403,0.17142857142857143
23,0.685,0.675,0.685,0.675,0.685,0.685,0.685,0.68,0.685,0.685
26,0.4797297297297297,0.3783783783783784,0.40540540540540543,0.3783783783783784,0.42567567567567566,0.47297297297297297,0.42567567567567566,0.3918918918918919,0.3918918918918919,0.3716216216216216
34,0.5,0.4125,0.5125,0.4125,0.6,0.575,0.475,0.475,0.475,0.475
29,0.625,0.5,0.6,0.5,0.55,0.575,0.625,0.6,0.575,0.575
38,0.8888888888888888,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8055555555555556,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.75,0.75
32,0.37209302325581395,0.2558139534883721,0.3023255813953488,0.2558139534883721,0.37209302325581395,0.3488372093023256,0.3023255813953488,0.3023255813953488,0.23255813953488372,0.27906976744186046
36,0.4838709677419355,0.3548387096774194,0.45161290322580644,0.3548387096774194,0.41935483870967744,0.41935483870967744,0.45161290322580644,0.41935483870967744,0.41935483870967744,0.41935483870967744
37,0.6052631578947368,0.42105263157894735,0.5526315789473685,0.42105263157894735,0.5789473684210527,0.5789473684210527,0.5263157894736842,0.6578947368421053,0.4473684210526316,0.5263157894736842
52,0.4375,0.3125,0.325,0.3125,0.3375,0.30416666666666664,0.3375,0.3375,0.3375,0.35833333333333334
47,0.36713286713286714,0.2692307692307692,0.27972027972027974,0.2692307692307692,0.35664335664335667,0.34965034965034963,0.2692307692307692,0.2727272727272727,0.2692307692307692,0.2727272727272727
44,0.6063829787234043,0.48936170212765956,0.5106382978723404,0.48936170212765956,0.4574468085106383,0.5,0.5851063829787234,0.5425531914893617,0.5531914893617021,0.5319148936170213
50,0.5128205128205128,0.48717948717948717,0.3076923076923077,0.48717948717948717,0.5128205128205128,0.46153846153846156,0.5128205128205128,0.48717948717948717,0.46153846153846156,0.5384615384615384
51,0.3492063492063492,0.23809523809523808,0.31746031746031744,0.23809523809523808,0.3492063492063492,0.2857142857142857,0.23809523809523808,0.36507936507936506,0.2698412698412698,0.3333333333333333
