player,Tree with gini,Tree with gini and impurity decrease,Tree with entropy,Tree with entropy and impurity decrease,Small NN with lbfgs,Medium NN with lbfgs,Mixed NN with lbfgs,Big NN with lbfgs,Small NN with adam,Medium NN with adam,Mixed NN with adam,Big NN with adam,K-Neighbors (2 groups),K-Neighbors (3 groups),K-Neighbors (5 groups),K-Neighbors (8 groups),Linear Division SVC,Polynomial  Division SVC,RBF Division SVC,Naive bayes assuming Gaussian,Random Forest with gini (3 trees),Random Forest with gini (5 trees),Random Forest with gini (10 trees),Random Forest with entropy (3 trees),Random Forest with entropy (5 trees),Random Forest with entropy (10 trees)
36,0.7619047619047619,0.47619047619047616,0.7619047619047619,0.7619047619047619,0.47619047619047616,0.7619047619047619,0.8095238095238095,0.7619047619047619,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.7619047619047619,0.8095238095238095,0.7142857142857143,0.5238095238095238,0.5714285714285714,0.7619047619047619,0.8095238095238095,0.7619047619047619,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.9047619047619048,0.7619047619047619,0.8095238095238095,0.7619047619047619
40,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.5047619047619047,0.9333333333333333,0.7714285714285715,0.8857142857142857,0.49523809523809526,0.9333333333333333,0.5428571428571428,0.9333333333333333,0.9523809523809523,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9428571428571428,0.9428571428571428,0.9333333333333333,0.9333333333333333
37,0.7380952380952381,0.5714285714285714,0.7380952380952381,0.5714285714285714,0.5952380952380952,0.5714285714285714,0.7619047619047619,0.7380952380952381,0.42857142857142855,0.5238095238095238,0.5,0.6190476190476191,0.6428571428571429,0.7380952380952381,0.6190476190476191,0.6190476190476191,0.6666666666666666,0.8095238095238095,0.7857142857142857,0.7142857142857143,0.8095238095238095,0.8333333333333334,0.9285714285714286,0.8333333333333334,0.7619047619047619,0.8809523809523809
52,0.8541666666666666,0.5875,0.8541666666666666,0.8541666666666666,0.5916666666666667,0.8458333333333333,0.8541666666666666,0.6625,0.4125,0.7875,0.7541666666666667,0.7916666666666666,0.7166666666666667,0.7333333333333333,0.7333333333333333,0.7375,0.8541666666666666,0.7333333333333333,0.7916666666666666,0.7875,0.7541666666666667,0.7791666666666667,0.7833333333333333,0.7833333333333333,0.7458333333333333,0.8083333333333333
54,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.6,0.4,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.6,0.2,0.6
53,0.5,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.5833333333333334,0.25,0.16666666666666666,0.9166666666666666,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.25,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.3333333333333333
47,0.8698224852071006,0.8698224852071006,0.8698224852071006,0.8698224852071006,0.5739644970414202,0.7396449704142012,0.6331360946745562,0.7810650887573964,0.44970414201183434,0.8757396449704142,0.863905325443787,0.8284023668639053,0.7633136094674556,0.7988165680473372,0.7751479289940828,0.7810650887573964,0.8698224852071006,0.8106508875739645,0.8402366863905325,0.8106508875739645,0.8284023668639053,0.8047337278106509,0.8698224852071006,0.8047337278106509,0.8579881656804734,0.8698224852071006
43,0.734375,0.5625,0.734375,0.5625,0.578125,0.578125,0.796875,0.6875,0.4375,0.59375,0.59375,0.65625,0.625,0.640625,0.625,0.578125,0.65625,0.65625,0.65625,0.71875,0.71875,0.78125,0.71875,0.78125,0.796875,0.75
44,0.8727272727272727,0.8727272727272727,0.8727272727272727,0.8727272727272727,0.5818181818181818,0.5272727272727272,0.8727272727272727,0.8181818181818182,0.4727272727272727,0.8727272727272727,0.8727272727272727,0.7272727272727273,0.6909090909090909,0.7818181818181819,0.7818181818181819,0.6909090909090909,0.8727272727272727,0.8727272727272727,0.8727272727272727,0.8363636363636363,0.8363636363636363,0.8,0.8545454545454545,0.8545454545454545,0.8,0.8727272727272727
46,0.75,0.375,0.75,0.375,0.375,0.625,0.375,0.375,0.375,0.375,0.375,0.75,0.5,0.375,0.375,0.375,0.75,0.625,0.375,0.375,0.75,0.625,0.75,0.75,0.375,0.625
48,0.5714285714285714,0.5,0.5714285714285714,0.5,0.5,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5,0.5,0.5714285714285714,0.5714285714285714,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5,0.6428571428571429,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.6428571428571429
50,0.6904761904761905,0.6309523809523809,0.6904761904761905,0.6309523809523809,0.6309523809523809,0.5714285714285714,0.6309523809523809,0.6071428571428571,0.36904761904761907,0.40476190476190477,0.36904761904761907,0.7380952380952381,0.5833333333333334,0.5476190476190477,0.6071428571428571,0.5714285714285714,0.7142857142857143,0.7261904761904762,0.7023809523809523,0.6547619047619048,0.7142857142857143,0.6190476190476191,0.6547619047619048,0.6666666666666666,0.6428571428571429,0.6904761904761905
51,0.7631578947368421,0.6052631578947368,0.7631578947368421,0.7368421052631579,0.5789473684210527,0.6052631578947368,0.5526315789473685,0.7105263157894737,0.39473684210526316,0.631578947368421,0.42105263157894735,0.6578947368421053,0.631578947368421,0.631578947368421,0.5526315789473685,0.6052631578947368,0.7368421052631579,0.6842105263157895,0.7368421052631579,0.7631578947368421,0.6842105263157895,0.6578947368421053,0.7368421052631579,0.6578947368421053,0.6842105263157895,0.7894736842105263
