player,Tree with gini,Tree with gini and impurity decrease,Tree with entropy,Tree with entropy and impurity decrease,Small NN with lbfgs,Medium NN with lbfgs,Mixed NN with lbfgs,Big NN with lbfgs,Small NN with adam,Medium NN with adam,Mixed NN with adam,Big NN with adam,K-Neighbors (2 groups),K-Neighbors (3 groups),K-Neighbors (5 groups),K-Neighbors (8 groups),Linear Division SVC,Polynomial  Division SVC,RBF Division SVC,Naive bayes assuming Gaussian,Random Forest with gini (3 trees),Random Forest with gini (5 trees),Random Forest with gini (10 trees),Random Forest with entropy (3 trees),Random Forest with entropy (5 trees),Random Forest with entropy (10 trees)
3,0.8702290076335878,0.5763358778625954,0.8816793893129771,0.8816793893129771,0.5763358778625954,0.8778625954198473,0.8282442748091603,0.8816793893129771,0.5763358778625954,0.5763358778625954,0.7290076335877863,0.8778625954198473,0.6450381679389313,0.6984732824427481,0.7366412213740458,0.7480916030534351,0.8816793893129771,0.7519083969465649,0.8740458015267175,0.7557251908396947,0.8091603053435115,0.6984732824427481,0.8320610687022901,0.8358778625954199,0.8587786259541985,0.851145038167939
2,0.8971631205673759,0.8971631205673759,0.8971631205673759,0.8971631205673759,0.574468085106383,0.8900709219858156,0.6418439716312057,0.6134751773049646,0.574468085106383,0.7092198581560284,0.851063829787234,0.8971631205673759,0.6914893617021277,0.7801418439716312,0.7943262411347518,0.7092198581560284,0.8971631205673759,0.8297872340425532,0.8936170212765957,0.8900709219858156,0.8475177304964538,0.8794326241134752,0.8936170212765957,0.8475177304964538,0.8936170212765957,0.8865248226950354
11,0.6875,0.5833333333333334,0.6875,0.6875,0.5833333333333334,0.8333333333333334,0.8125,0.7916666666666666,0.4166666666666667,0.5625,0.3541666666666667,0.7708333333333334,0.7083333333333334,0.6666666666666666,0.7083333333333334,0.7291666666666666,0.7083333333333334,0.8333333333333334,0.7708333333333334,0.75,0.8125,0.8125,0.75,0.7083333333333334,0.7291666666666666,0.875
9,0.5161290322580645,0.5483870967741935,0.4838709677419355,0.5483870967741935,0.5483870967741935,0.5483870967741935,0.4838709677419355,0.5483870967741935,0.45161290322580644,0.5483870967741935,0.5483870967741935,0.5483870967741935,0.5483870967741935,0.5483870967741935,0.5483870967741935,0.5483870967741935,0.5483870967741935,0.5483870967741935,0.5483870967741935,0.5806451612903226,0.4838709677419355,0.5483870967741935,0.5483870967741935,0.41935483870967744,0.4838709677419355,0.5483870967741935
14,0.6190476190476191,0.5,0.6190476190476191,0.5,0.5,0.5714285714285714,0.5,0.6428571428571429,0.5,0.5,0.5,0.6190476190476191,0.6190476190476191,0.5476190476190477,0.5952380952380952,0.5714285714285714,0.6904761904761905,0.5714285714285714,0.6666666666666666,0.5476190476190477,0.7380952380952381,0.6428571428571429,0.6666666666666666,0.6428571428571429,0.6666666666666666,0.6904761904761905
19,0.9047619047619048,0.3333333333333333,0.9047619047619048,0.9047619047619048,0.3333333333333333,0.9047619047619048,0.9047619047619048,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.9047619047619048,0.3333333333333333,0.5238095238095238,0.3333333333333333,0.38095238095238093,0.9047619047619048,0.9523809523809523,0.9523809523809523,0.9047619047619048,0.7619047619047619,0.9523809523809523,1.0,0.7142857142857143,0.9047619047619048,0.8571428571428571
20,0.7744916820702403,0.7060998151571165,0.7744916820702403,0.7744916820702403,0.7060998151571165,0.7744916820702403,0.7744916820702403,0.7060998151571165,0.7060998151571165,0.7652495378927912,0.7781885397412199,0.7060998151571165,0.7134935304990758,0.7005545286506469,0.7005545286506469,0.7282809611829945,0.7744916820702403,0.8317929759704251,0.7375231053604436,0.7911275415896488,0.7282809611829945,0.7781885397412199,0.822550831792976,0.8243992606284658,0.7615526802218114,0.8188539741219963
15,0.625,0.625,0.625,0.625,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.875,0.625,0.625,0,0,0.625,0.375,0.5,0.625,0.625,0.625,0.625,0.625,0.625,0.625
21,0.7,0.4,0.7,0.4,0.4,0.4,0.5,0.7,0.6,0.4,0.6,0.7,0.5,0.6,0.7,0,0.6,0.5,0.4,0.6,0.6,0.7,0.7,0.6,0.6,0.6
1,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.6428571428571429,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6428571428571429,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.5,0.5714285714285714,0.7142857142857143,0.5,0.5714285714285714,0.5714285714285714
23,0.7121771217712177,0.488929889298893,0.7121771217712177,0.488929889298893,0.488929889298893,0.496309963099631,0.7250922509225092,0.6992619926199262,0.488929889298893,0.4907749077490775,0.5313653136531366,0.5202952029520295,0.6586715867158671,0.6531365313653137,0.6660516605166051,0.7140221402214022,0.7029520295202952,0.6605166051660517,0.7140221402214022,0.6642066420664207,0.6512915129151291,0.7066420664206642,0.7121771217712177,0.7047970479704797,0.7047970479704797,0.7140221402214022
25,0.8582677165354331,0.5433070866141733,0.8582677165354331,0.8582677165354331,0.5433070866141733,0.8582677165354331,0.8582677165354331,0.5433070866141733,0.4566929133858268,0.5433070866141733,0.5433070866141733,0.5433070866141733,0.7322834645669292,0.7795275590551181,0.7637795275590551,0.7952755905511811,0.8582677165354331,0.84251968503937,0.8582677165354331,0.8582677165354331,0.6535433070866141,0.7952755905511811,0.8110236220472441,0.8110236220472441,0.8110236220472441,0.7795275590551181
26,0.755868544600939,0.5211267605633803,0.755868544600939,0.7511737089201878,0.5211267605633803,0.7417840375586855,0.7417840375586855,0.755868544600939,0.4788732394366197,0.5164319248826291,0.7417840375586855,0.7370892018779343,0.6103286384976526,0.6431924882629108,0.676056338028169,0.6666666666666666,0.7417840375586855,0.7464788732394366,0.7370892018779343,0.7183098591549296,0.7136150234741784,0.7370892018779343,0.7276995305164319,0.7323943661971831,0.7230046948356808,0.7464788732394366
