player,Tree with gini,Tree with gini and impurity decrease,Tree with entropy,Tree with entropy and impurity decrease,Small NN with lbfgs,Medium NN with lbfgs,Mixed NN with lbfgs,Big NN with lbfgs,Small NN with adam,Medium NN with adam,Mixed NN with adam,Big NN with adam,K-Neighbors (2 groups),K-Neighbors (3 groups),K-Neighbors (5 groups),K-Neighbors (8 groups),Linear Division SVC,Polynomial  Division SVC,RBF Division SVC,Naive bayes assuming Gaussian,Random Forest with gini (3 trees),Random Forest with gini (5 trees),Random Forest with gini (10 trees),Random Forest with entropy (3 trees),Random Forest with entropy (5 trees),Random Forest with entropy (10 trees)
3,0.7295774647887324,0.7154929577464789,0.7295774647887324,0.7154929577464789,0.6816901408450704,0.7183098591549296,0.7154929577464789,0.7267605633802817,0.7183098591549296,0.7323943661971831,0.7154929577464789,0.7436619718309859,0.7070422535211267,0.6563380281690141,0.6929577464788732,0.7267605633802817,0.7154929577464789,0.7436619718309859,0.7464788732394366,0.7183098591549296,0.7408450704225352,0.7633802816901408,0.7126760563380282,0.7126760563380282,0.7352112676056338,0.7633802816901408
2,0.6890080428954424,0.7050938337801609,0.7211796246648794,0.7050938337801609,0.7050938337801609,0.7211796246648794,0.7050938337801609,0.7238605898123325,0.7050938337801609,0.7184986595174263,0.7050938337801609,0.7158176943699732,0.7050938337801609,0.6890080428954424,0.7345844504021448,0.707774798927614,0.7158176943699732,0.7184986595174263,0.7372654155495979,0.7319034852546917,0.7158176943699732,0.7345844504021448,0.7533512064343163,0.7479892761394102,0.7560321715817694,0.7560321715817694
11,0.6274509803921569,0.5882352941176471,0.6274509803921569,0.5882352941176471,0.7450980392156863,0.6666666666666666,0.5882352941176471,0.6470588235294118,0.6078431372549019,0.6078431372549019,0.6078431372549019,0.7058823529411765,0.6862745098039216,0.6666666666666666,0.5882352941176471,0.5490196078431373,0.6666666666666666,0.7843137254901961,0.8431372549019608,0.6078431372549019,0.6862745098039216,0.7058823529411765,0.7254901960784313,0.7450980392156863,0.7254901960784313,0.7647058823529411
9,0.46875,0.625,0.6875,0.625,0.625,0.6875,0.625,0.75,0.625,0.625,0.625,0.6875,0.59375,0.53125,0.625,0.625,0.6875,0.75,0.75,0.6875,0.4375,0.6875,0.75,0.71875,0.8125,0.75
14,0.5454545454545454,0.6,0.5454545454545454,0.6,0.6,0.6181818181818182,0.6,0.6363636363636364,0.4,0.6,0.6,0.6181818181818182,0.6727272727272727,0.6909090909090909,0.6545454545454545,0.6,0.6727272727272727,0.7454545454545455,0.7272727272727273,0.5818181818181818,0.7636363636363637,0.6727272727272727,0.7454545454545455,0.6545454545454545,0.6909090909090909,0.7454545454545455
19,0.375,0.59375,0.375,0.40625,0.5,0.4375,0.59375,0.34375,0.59375,0.59375,0.59375,0.3125,0.59375,0.625,0.59375,0.59375,0.3125,0.375,0.375,0.28125,0.5,0.5625,0.4375,0.40625,0.53125,0.40625
20,0.7100371747211895,0.6840148698884758,0.7100371747211895,0.6840148698884758,0.6840148698884758,0.7230483271375465,0.6840148698884758,0.7397769516728625,0.6858736059479554,0.7490706319702602,0.6840148698884758,0.7323420074349443,0.6765799256505576,0.5631970260223048,0.6784386617100372,0.6858736059479554,0.6840148698884758,0.758364312267658,0.7100371747211895,0.7193308550185874,0.7936802973977695,0.7527881040892194,0.7992565055762082,0.7546468401486989,0.6654275092936803,0.7936802973977695
15,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,0.875,0.375,0.25,0.5,0.5,0.5,0,0,0.25,0.375,0.5,0.5,1.0,0.5,1.0,0.875,1.0,0.5
21,0.6666666666666666,0.6,0.4,0.6,0.6,0.7333333333333333,0.6,0.6666666666666666,0.26666666666666666,0.6,0.6,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.6,0.4666666666666667,0.7333333333333333,0.6666666666666666,0.7333333333333333,0.6,0.7333333333333333,0.7333333333333333
1,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.4117647058823529,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.5294117647058824,0.5882352941176471,0.47058823529411764,0.4117647058823529,0.5882352941176471,0.7647058823529411,0.5882352941176471,0.5294117647058824
23,0.7267230955259976,0.7122128174123338,0.7424425634824667,0.7122128174123338,0.7122128174123338,0.717049576783555,0.7122128174123338,0.6952841596130592,0.7122128174123338,0.6783555018137848,0.7122128174123338,0.6759371221281741,0.6904474002418379,0.6505441354292624,0.6384522370012092,0.6831922611850061,0.713422007255139,0.75453446191052,0.7569528415961306,0.6481257557436517,0.7230955259975816,0.7351874244256348,0.7593712212817413,0.7376058041112454,0.747279322853688,0.7484885126964933
