player,Tree with gini,Tree with gini and impurity decrease,Tree with entropy,Tree with entropy and impurity decrease,Small NN with lbfgs,Medium NN with lbfgs,Mixed NN with lbfgs,Big NN with lbfgs,Small NN with adam,Medium NN with adam,Mixed NN with adam,Big NN with adam,K-Neighbors (2 groups),K-Neighbors (3 groups),K-Neighbors (5 groups),K-Neighbors (8 groups),Linear Division SVC,Polynomial  Division SVC,RBF Division SVC,Naive bayes assuming Gaussian,Random Forest with gini (3 trees),Random Forest with gini (5 trees),Random Forest with gini (10 trees),Random Forest with entropy (3 trees),Random Forest with entropy (5 trees),Random Forest with entropy (10 trees)
3,0.7154929577464789,0.7154929577464789,0.7154929577464789,0.7154929577464789,0.7154929577464789,0.7098591549295775,0.7323943661971831,0.7492957746478873,0.28450704225352114,0.7323943661971831,0.7408450704225352,0.7352112676056338,0.6929577464788732,0.647887323943662,0.6732394366197183,0.7211267605633803,0.7154929577464789,0.7070422535211267,0.7295774647887324,0.7126760563380282,0.6816901408450704,0.7154929577464789,0.7126760563380282,0.7183098591549296,0.7323943661971831,0.7183098591549296
2,0.7158176943699732,0.7050938337801609,0.7158176943699732,0.7050938337801609,0.7050938337801609,0.7184986595174263,0.7265415549597856,0.7211796246648794,0.2949061662198391,0.7292225201072386,0.7211796246648794,0.7265415549597856,0.6916890080428955,0.7024128686327078,0.7024128686327078,0.7345844504021448,0.7372654155495979,0.7238605898123325,0.7238605898123325,0.7184986595174263,0.6997319034852547,0.7265415549597856,0.7319034852546917,0.7292225201072386,0.7345844504021448,0.7265415549597856
11,0.6862745098039216,0.5882352941176471,0.6862745098039216,0.5882352941176471,0.5882352941176471,0.6470588235294118,0.5882352941176471,0.6470588235294118,0.4117647058823529,0.5882352941176471,0.5882352941176471,0.7058823529411765,0.7058823529411765,0.7450980392156863,0.6862745098039216,0.5490196078431373,0.6470588235294118,0.7843137254901961,0.7843137254901961,0.6078431372549019,0.7058823529411765,0.6862745098039216,0.6862745098039216,0.6470588235294118,0.7450980392156863,0.7058823529411765
9,0.71875,0.625,0.65625,0.625,0.625,0.6875,0.625,0.6875,0.375,0.625,0.5625,0.75,0.65625,0.71875,0.6875,0.625,0.6875,0.625,0.75,0.6875,0.65625,0.6875,0.6875,0.5,0.65625,0.8125
14,0.6181818181818182,0.6181818181818182,0.5272727272727272,0.6181818181818182,0.6181818181818182,0.5636363636363636,0.6181818181818182,0.6181818181818182,0.38181818181818183,0.6181818181818182,0.6181818181818182,0.6,0.7272727272727273,0.7090909090909091,0.6545454545454545,0.6181818181818182,0.6,0.7272727272727273,0.7818181818181819,0.6,0.7818181818181819,0.7454545454545455,0.8181818181818182,0.7090909090909091,0.6545454545454545,0.6727272727272727
19,0.5625,0.59375,0.34375,0.59375,0.59375,0.5,0.59375,0.4375,0.40625,0.59375,0.59375,0.28125,0.59375,0.59375,0.59375,0.59375,0.28125,0.40625,0.40625,0.28125,0.59375,0.40625,0.28125,0.375,0.53125,0.53125
20,0.7137546468401487,0.6840148698884758,0.7137546468401487,0.6840148698884758,0.6840148698884758,0.7620817843866171,0.7490706319702602,0.7657992565055762,0.3159851301115242,0.7286245353159851,0.6840148698884758,0.6988847583643123,0.5836431226765799,0.570631970260223,0.5780669144981413,0.6691449814126395,0.6840148698884758,0.758364312267658,0.7490706319702602,0.5947955390334573,0.7453531598513011,0.7490706319702602,0.7342007434944238,0.6115241635687733,0.7565055762081785,0.7955390334572491
15,1.0,1.0,1.0,1.0,0.375,1.0,0.375,0.875,0.625,0.375,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,0.6666666666666666,0.6,0.6666666666666666,0.6,0.6,0.6666666666666666,0.6,0.6,0.4,0.6,0.6,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.6,0.6,0.4666666666666667,0.6,0.6666666666666666,0.7333333333333333,0.7333333333333333,0.6666666666666666,0.7333333333333333
1,0.5294117647058824,0.5882352941176471,0.47058823529411764,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5294117647058824,0.4117647058823529,0.5882352941176471,0.5882352941176471,0.5294117647058824,0.5882352941176471,0.5294117647058824,0.5882352941176471,0.5882352941176471,0.6470588235294118,0.5294117647058824,0.5882352941176471,0.5882352941176471,0.47058823529411764,0.5294117647058824,0.7647058823529411,0.47058823529411764,0.7058823529411765,0.47058823529411764
