player,Tree with gini,Tree with gini and impurity decrease,Tree with entropy,Tree with entropy and impurity decrease,Small NN with lbfgs,Medium NN with lbfgs,Mixed NN with lbfgs,Big NN with lbfgs,Small NN with adam,Medium NN with adam,Mixed NN with adam,Big NN with adam,K-Neighbors (2 groups),K-Neighbors (3 groups),K-Neighbors (5 groups),K-Neighbors (8 groups),Linear Division SVC,Polynomial  Division SVC,RBF Division SVC,Naive bayes assuming Gaussian,Random Forest with gini (3 trees),Random Forest with gini (5 trees),Random Forest with gini (10 trees),Random Forest with entropy (3 trees),Random Forest with entropy (5 trees),Random Forest with entropy (10 trees)
3,0.72,0.72,0.7341176470588235,0.72,0.72,0.7082352941176471,0.72,0.7176470588235294,0.72,0.7247058823529412,0.72,0.7176470588235294,0.7035294117647058,0.6729411764705883,0.6847058823529412,0.72,0.7129411764705882,0.7647058823529411,0.7858823529411765,0.4188235294117647,0.7364705882352941,0.7435294117647059,0.7435294117647059,0.7247058823529412,0.7435294117647059,0.7670588235294118
2,0.7041666666666667,0.7125,0.7041666666666667,0.7125,0.7229166666666667,0.7125,0.7125,0.7145833333333333,0.7125,0.7541666666666667,0.7125,0.7145833333333333,0.7145833333333333,0.7083333333333334,0.7125,0.7145833333333333,0.7583333333333333,0.74375,0.7708333333333334,0.4375,0.71875,0.7645833333333333,0.75,0.7520833333333333,0.7479166666666667,0.75625
11,0.8936170212765957,0.851063829787234,0.8936170212765957,0.8936170212765957,0.9148936170212766,0.8723404255319149,0.46808510638297873,0.8085106382978723,0.6170212765957447,0.46808510638297873,0.5957446808510638,0.46808510638297873,0.8723404255319149,0.723404255319149,0.6808510638297872,0.7021276595744681,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8723404255319149,0.8936170212765957,0.8936170212765957
9,0.7764705882352941,0.6941176470588235,0.8117647058823529,0.8117647058823529,0.6941176470588235,0.7647058823529411,0.6941176470588235,0.7764705882352941,0.6941176470588235,0.6941176470588235,0.6941176470588235,0.788235294117647,0.8352941176470589,0.8117647058823529,0.7764705882352941,0.7176470588235294,0.8352941176470589,0.8705882352941177,0.8235294117647058,0.8941176470588236,0.7647058823529411,0.8117647058823529,0.8,0.8235294117647058,0.8588235294117647,0.8823529411764706
14,0.8446601941747572,0.6504854368932039,0.8155339805825242,0.8252427184466019,0.6504854368932039,0.941747572815534,0.6504854368932039,0.941747572815534,0.34951456310679613,0.6504854368932039,0.6504854368932039,0.941747572815534,0.9029126213592233,0.9223300970873787,0.9029126213592233,0.8252427184466019,0.941747572815534,0.9514563106796117,0.941747572815534,0.8252427184466019,0.941747572815534,0.970873786407767,0.9514563106796117,0.941747572815534,0.9320388349514563,0.970873786407767
19,0.35294117647058826,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.35294117647058826,0.29411764705882354,0.5882352941176471,0.38235294117647056,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.47058823529411764,0.5882352941176471,0.6176470588235294,0.5882352941176471,0.5882352941176471,0.38235294117647056,0.4117647058823529,0.47058823529411764,0.4411764705882353,0.47058823529411764,0.5,0.5588235294117647,0.6470588235294118,0.5588235294117647,0.4411764705882353
20,0.7948473282442748,0.7337786259541985,0.7948473282442748,0.7337786259541985,0.7337786259541985,0.7748091603053435,0.7337786259541985,0.7337786259541985,0.7337786259541985,0.8091603053435115,0.7461832061068703,0.7805343511450382,0.7299618320610687,0.7280534351145038,0.7490458015267175,0.7290076335877863,0.7843511450381679,0.7824427480916031,0.7652671755725191,0.7127862595419847,0.7719465648854962,0.8158396946564885,0.7767175572519084,0.7719465648854962,0.799618320610687,0.7814885496183206
15,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,0.875,0.375,0.25,0.5,0.5,0.5,0,0,0.25,0.375,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.375
21,0.7222222222222222,0.6111111111111112,0.7222222222222222,0.5,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6666666666666666,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6111111111111112,0.6111111111111112,0.8333333333333334,0.6111111111111112,0.6111111111111112,0.5,0.6111111111111112,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.5,0.6666666666666666
1,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,0.4666666666666667,1.0,0.5333333333333333,0.4666666666666667,0.5333333333333333,1.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5333333333333333,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333
