0, 1803, -1, 0, 2021-04-22 21:42:04 UTC
1, 1811, 0, 0, 2021-04-22 21:42:06 UTC
2, 1803, 1, 0, 2021-04-22 21:42:08 UTC
3, 1815, 3, 0, 2021-04-22 21:42:19 UTC
4, 1807, 0, 0, 2021-04-22 21:42:22 UTC
5, 1812, 2, 0, 2021-04-22 21:42:38 UTC
6, 1804, 2, 0, 2021-04-22 21:42:39 UTC
7, 1816, 1, 0, 2021-04-22 21:42:46 UTC
8, 1808, 0, 0, 2021-04-22 21:42:49 UTC
9, 1808, 1, 0, 2021-04-22 21:42:54 UTC
10, 1813, 1, 0, 2021-04-22 21:42:56 UTC
11, 1809, 3, 0, 2021-04-22 21:43:03 UTC
12, 1814, 3, 0, 2021-04-22 21:43:06 UTC
13, 1817, 0, 0, 2021-04-22 21:43:11 UTC
14, 1805, 0, 0, 2021-04-22 21:43:13 UTC
15, 1806, 3, 0, 2021-04-22 21:43:19 UTC
16, 1810, -1, 0, 2021-04-22 21:43:28 UTC
17, 1818, 2, 0, 2021-04-22 21:43:31 UTC
18, 1810, 2, 0, 2021-04-22 21:43:33 UTC
