0, 2476, 2, 0, 2021-04-22 21:45:38 UTC
1, 2481, 3, 0, 2021-04-22 21:45:43 UTC
2, 2491, 4, 0, 2021-04-22 21:45:47 UTC
3, 2477, 0, 0, 2021-04-22 21:45:49 UTC
4, 2486, 0, 1, 2021-04-22 21:45:55 UTC
5, 2487, 2, 0, 2021-04-22 21:45:57 UTC
6, 2482, 4, 0, 2021-04-22 21:46:06 UTC
7, 2478, -1, 0, 2021-04-22 21:46:21 UTC
8, 2478, 1, 0, 2021-04-22 21:46:23 UTC
9, 2483, 1, 0, 2021-04-22 21:46:24 UTC
10, 2492, 0, 0, 2021-04-22 21:46:31 UTC
11, 2493, 2, 0, 2021-04-22 21:46:37 UTC
12, 2488, 4, 0, 2021-04-22 21:46:47 UTC
13, 2479, 3, 0, 2021-04-22 21:46:58 UTC
14, 2494, 3, 0, 2021-04-22 21:47:00 UTC
16, 2480, 4, 0, 2021-04-22 21:47:14 UTC
17, 2485, 2, 0, 2021-04-22 21:47:23 UTC
18, 2489, 1, 0, 2021-04-22 21:47:29 UTC
19, 2495, 1, 0, 2021-04-22 21:47:33 UTC
20, 2490, 3, 0, 2021-04-22 21:47:36 UTC
