0, 2646, 2, 0, 2021-04-22 21:53:34 UTC
1, 2641, 2, 0, 2021-04-22 21:53:43 UTC
2, 2651, 1, 0, 2021-04-22 21:53:45 UTC
3, 2652, 4, 0, 2021-04-22 21:53:49 UTC
4, 2647, 4, 0, 2021-04-22 21:53:52 UTC
5, 2648, 1, 0, 2021-04-22 21:54:00 UTC
6, 2642, 4, 0, 2021-04-22 21:54:03 UTC
7, 2636, 4, 0, 2021-04-22 21:54:10 UTC
8, 2649, 3, 0, 2021-04-22 21:54:18 UTC
9, 2637, 3, 0, 2021-04-22 21:54:22 UTC
10, 2643, 1, 0, 2021-04-22 21:54:25 UTC
11, 2638, 1, 0, 2021-04-22 21:54:29 UTC
12, 2653, 2, 0, 2021-04-22 21:54:47 UTC
13, 2639, 2, 0, 2021-04-22 21:54:52 UTC
14, 2654, 0, 0, 2021-04-22 21:55:00 UTC
15, 2655, 3, 0, 2021-04-22 21:55:11 UTC
16, 2644, 3, 0, 2021-04-22 21:55:17 UTC
17, 2650, 0, 0, 2021-04-22 21:55:28 UTC
18, 2640, 0, 0, 2021-04-22 21:55:32 UTC
