0, 2481, 3, 0, 2021-04-22 20:16:06 UTC
1, 2476, 2, 0, 2021-04-22 20:16:11 UTC
2, 2491, 4, 0, 2021-04-22 20:16:15 UTC
3, 2477, 0, 0, 2021-04-22 20:16:20 UTC
4, 2492, 0, 1, 2021-04-22 20:16:24 UTC
5, 2486, 0, 0, 2021-04-22 20:16:29 UTC
6, 2478, 1, 0, 2021-04-22 20:16:38 UTC
7, 2487, 2, 0, 2021-04-22 20:16:45 UTC
8, 2493, 2, 2, 2021-04-22 20:16:53 UTC
9, 2494, 3, 0, 2021-04-22 20:16:55 UTC
10, 2495, 1, 0, 2021-04-22 20:16:59 UTC
11, 2479, 3, 0, 2021-04-22 20:17:03 UTC
12, 2482, 4, 0, 2021-04-22 20:17:13 UTC
13, 2483, 1, 1, 2021-04-22 20:17:16 UTC
14, 2484, 0, 0, 2021-04-22 20:17:21 UTC
15, 2488, 4, 0, 2021-04-22 20:18:06 UTC
16, 2485, 2, 0, 2021-04-22 20:18:14 UTC
17, 2489, 1, 0, 2021-04-22 20:18:22 UTC
