0, 2121, 2, 0, 2021-04-22 20:01:09 UTC
1, 2131, 3, 0, 2021-04-22 20:01:12 UTC
2, 2122, 3, 0, 2021-04-22 20:01:15 UTC
3, 2116, 1, 0, 2021-04-22 20:01:18 UTC
4, 2117, 3, 0, 2021-04-22 20:01:25 UTC
5, 2118, -1, 0, 2021-04-22 20:01:29 UTC
6, 2132, 4, 0, 2021-04-22 20:01:34 UTC
7, 2126, 3, 0, 2021-04-22 20:02:07 UTC
8, 2123, 1, 0, 2021-04-22 20:02:26 UTC
9, 2133, 2, 0, 2021-04-22 20:02:39 UTC
10, 2127, 2, 0, 2021-04-22 20:02:49 UTC
11, 2118, 2, 0, 2021-04-22 20:02:51 UTC
12, 2134, 0, 0, 2021-04-22 20:03:06 UTC
13, 2128, 0, 0, 2021-04-22 20:03:09 UTC
14, 2135, 1, 0, 2021-04-22 20:04:14 UTC
15, 2124, 4, 0, 2021-04-22 20:04:33 UTC
16, 2119, 4, 0, 2021-04-22 20:04:43 UTC
17, 2129, 4, 0, 2021-04-22 20:04:46 UTC
18, 2125, 0, 0, 2021-04-22 20:05:09 UTC
19, 2120, 0, 0, 2021-04-22 20:05:11 UTC
20, 2130, 1, 0, 2021-04-22 20:05:15 UTC
