0, 2566, 4, 0, 2021-04-22 20:19:04 UTC
1, 2571, 3, 0, 2021-04-22 20:19:08 UTC
2, 2556, 3, 0, 2021-04-22 20:19:10 UTC
3, 2557, 4, 0, 2021-04-22 20:19:18 UTC
4, 2567, 3, 0, 2021-04-22 20:19:24 UTC
5, 2561, 0, 0, 2021-04-22 20:19:29 UTC
6, 2562, 2, 0, 2021-04-22 20:19:34 UTC
7, 2558, -1, 0, 2021-04-22 20:19:37 UTC
8, 2563, 1, 0, 2021-04-22 20:19:43 UTC
9, 2572, 4, 2, 2021-04-22 20:20:15 UTC
10, 2573, 2, 0, 2021-04-22 20:20:19 UTC
11, 2558, 0, 0, 2021-04-22 20:20:27 UTC
12, 2574, 0, 2, 2021-04-22 20:20:32 UTC
13, 2568, 1, 0, 2021-04-22 20:20:35 UTC
14, 2569, 0, 0, 2021-04-22 20:20:39 UTC
15, 2559, 2, 0, 2021-04-22 20:20:46 UTC
16, 2570, 2, 0, 2021-04-22 20:20:49 UTC
17, 2575, 1, 0, 2021-04-22 20:20:56 UTC
18, 2560, 1, 0, 2021-04-22 20:21:00 UTC
19, 2564, 3, 0, 2021-04-22 20:21:06 UTC
20, 2565, 4, 0, 2021-04-22 20:21:09 UTC
