0, 1947, 2, 0, 2021-04-22 19:56:32 UTC
1, 1955, 1, 0, 2021-04-22 19:56:33 UTC
2, 1956, 3, 0, 2021-04-22 19:56:40 UTC
3, 1951, 2, 0, 2021-04-22 19:56:55 UTC
4, 1959, 2, 0, 2021-04-22 19:56:57 UTC
5, 1960, -1, 0, 2021-04-22 19:57:01 UTC
6, 1952, 1, 0, 2021-04-22 19:57:06 UTC
7, 1948, 3, 0, 2021-04-22 19:57:08 UTC
8, 1960, -1, 0, 2021-04-22 19:57:15 UTC
9, 1960, 1, 0, 2021-04-22 19:57:18 UTC
10, 1949, 1, 0, 2021-04-22 19:57:20 UTC
11, 1953, 3, 0, 2021-04-22 19:57:29 UTC
12, 1961, 3, 0, 2021-04-22 19:57:32 UTC
13, 1957, 2, 0, 2021-04-22 19:57:44 UTC
14, 1954, 0, 0, 2021-04-22 19:57:55 UTC
15, 1958, 0, 0, 2021-04-22 19:58:03 UTC
16, 1950, 0, 0, 2021-04-22 19:58:09 UTC
17, 1962, 0, 0, 2021-04-22 19:58:12 UTC
